0, 0, 16332, 32664, -1, -1, -1, -1
1, 33.0127, 544, 1088, -1, -1, -1, -1
2, 0.0126508, 832, 4317, -1, -1, -1, -1
3, 2.25866, 3463, 17878, 158256, 333.212, 0, -1
7, 2.45274, 920, 4782, 205.151, 8.06813, -1, -1
6, 0.0611346, 9024, 43251, 205.151, 5.76351, -1, -1
7, 1.97685, 3498, 17146, 202.676, 4.52313, -1, -1
8, 0.124778, 3498, 16882, 75.6903, 4.2279, -1, -1
9, 1.30427, 3498, 16882, 63.2694, 3.89898, -1, -1
6, 0.0250589, 5608, 26181, 63.2694, 4.01928, -1, -1
7, 1.12878, 3651, 17738, 63.2694, 3.85313, -1, -1
8, 0.119404, 3651, 17717, 63.2694, 3.81861, -1, -1
9, 1.20564, 3651, 17717, 57.8778, 3.72368, -1, -1
6, 0.0193371, 4989, 23088, 57.8778, 3.81692, -1, -1
7, 0.696107, 3648, 17869, 57.8778, 3.73157, -1, -1
8, 0.116215, 3648, 17864, 32.9914, 3.72132, -1, -1
9, 1.11729, 3648, 17864, 32.9914, 3.67904, -1, -1
6, 0.0171459, 4810, 22223, 32.9914, 3.75489, -1, -1
7, 0.662244, 3651, 17855, 32.9914, 3.68272, -1, -1
8, 0.117465, 3651, 17850, 32.9914, 3.68031, -1, -1
9, 1.02474, 3651, 17850, 32.9914, 3.65447, -1, -1
6, 0.0310772, 6764, 32573, 28.1417, 3.94404, -1, -1
7, 0.814856, 4542, 22692, 13.1348, 3.72002, -1, -1
8, 0.149008, 4542, 22675, 13.1348, 3.71223, -1, -1
9, 1.10492, 4542, 22675, 13.8736, 3.63384, -1, -1
6, 0.0222396, 6024, 28745, 13.8736, 3.73917, -1, -1
7, 0.646653, 4503, 22482, 13.8736, 3.63966, -1, -1
8, 0.147622, 4503, 22481, 13.8736, 3.63698, -1, -1
9, 1.05737, 4503, 22481, 15.6928, 3.60093, -1, -1
6, 0.0223873, 5823, 28055, 15.6928, 3.74728, -1, -1
7, 0.545917, 4653, 23393, 11.0926, 3.63822, -1, -1
8, 0.152298, 4653, 23384, 11.0926, 3.63551, -1, -1
9, 0.988606, 4653, 23384, 11.4751, 3.60148, -1, -1
6, 0.0177453, 5573, 26717, 13.5228, 3.66898, -1, -1
7, 0.420129, 4638, 23352, 11.4729, 3.60994, -1, -1
8, 0.150731, 4638, 23351, 11.4729, 3.60912, -1, -1
9, 0.903789, 4638, 23351, 10.5881, 3.59413, -1, -1
6, 0.0223416, 5488, 26299, 10.5881, 3.65033, -1, -1
7, 0.418557, 4629, 23294, 10.5881, 3.59957, -1, -1
8, 0.152069, 4629, 23295, 10.5881, 3.59907, -1, -1
9, 0.756204, 4629, 23295, 9.94735, 3.59049, -1, -1
7, 0.237763, 4600, 23169, 9.94735, 3.58898, -1, -1
4, 21.2842, 4600, 23169, 9.94735, 3.58898, -1, -1
5, 0.0974594, 1772, 7048, 9.94735, 3.59304, -1, -1
-1, 56.6657, 1772, 7048, 9.94735, 3.59304, 0, 159
