0, 0, 1823, 2948, -1, -1, -1, -1
1, 6.09048, 979, 1260, -1, -1, -1, -1
2, 0.0114594, 1263, 6749, -1, -1, -1, -1
3, 1.87875, 5082, 26464, 9.97517e+07, 9844.05, 0, -1
7, 2.68054, 1023, 5411, 986.793, 9.05718, -1, -1
6, 0.0565208, 9396, 45463, 1009.89, 6.44028, -1, -1
7, 1.53463, 3495, 17325, 105.667, 4.76666, -1, -1
8, 0.130632, 3495, 17059, 105.667, 4.47062, -1, -1
9, 0.970189, 3495, 17059, 44.6517, 4.09633, -1, -1
6, 0.0335955, 5993, 28099, 44.6517, 4.1675, -1, -1
7, 0.991498, 3639, 18114, 38.6924, 3.98082, -1, -1
8, 0.108341, 3639, 18061, 38.6924, 3.92686, -1, -1
9, 0.686877, 3639, 18061, 38.6924, 3.80793, -1, -1
6, 0.0203103, 5240, 24321, 38.6924, 3.89095, -1, -1
7, 0.572931, 3657, 18154, 38.6924, 3.7963, -1, -1
8, 0.119011, 3657, 18143, 38.6924, 3.78439, -1, -1
9, 0.621386, 3657, 18143, 38.6924, 3.72664, -1, -1
6, 0.0798332, 13435, 68281, 38.6924, 4.15685, -1, -1
7, 1.0689, 7586, 39596, 38.6924, 3.84481, -1, -1
8, 0.256172, 7586, 39539, 38.6924, 3.82518, -1, -1
9, 0.787177, 7586, 39539, 38.6924, 3.66266, -1, -1
6, 0.0374207, 10551, 53189, 38.6924, 3.78971, -1, -1
7, 0.644923, 7482, 39144, 38.6924, 3.66451, -1, -1
8, 0.256892, 7482, 39124, 38.6924, 3.66008, -1, -1
9, 0.726233, 7482, 39124, 38.6924, 3.59673, -1, -1
6, 0.0470591, 11399, 58833, 38.6924, 3.85163, -1, -1
7, 0.660442, 8555, 45384, 9.89711, 3.66839, -1, -1
8, 0.303429, 8555, 45352, 9.89711, 3.66138, -1, -1
9, 0.712285, 8555, 45352, 9.1257, 3.59071, -1, -1
6, 0.0320586, 10047, 51677, 9.1257, 3.66786, -1, -1
7, 0.586606, 8418, 44693, 7.64795, 3.59526, -1, -1
8, 0.356056, 8418, 44684, 7.64795, 3.59344, -1, -1
9, 0.903425, 8418, 44684, 7.64795, 3.56556, -1, -1
6, 0.0311896, 9679, 49771, 8.82514, 3.63304, -1, -1
7, 0.52666, 8359, 44374, 7.64795, 3.57144, -1, -1
8, 0.344261, 8359, 44369, 7.64795, 3.57032, -1, -1
9, 0.70468, 8359, 44369, 8.01813, 3.55527, -1, -1
6, 0.0354912, 9332, 48223, 13.4104, 3.62126, -1, -1
7, 0.461154, 8482, 45042, 7.64648, 3.5747, -1, -1
8, 0.297037, 8482, 45040, 7.64648, 3.57347, -1, -1
9, 0.498684, 8482, 45040, 6.87841, 3.55887, -1, -1
7, 0.395815, 8386, 44522, 6.55016, 3.55602, -1, -1
4, 19.7459, 8386, 44522, 6.55016, 3.55602, -1, -1
5, 0.610732, 3348, 13813, 6.55016, 3.5795, -1, -1
-1, 28.3374, 3348, 13813, 6.55016, 3.5795, 0, 201
